Method,Model,Class,Precision,Recall,F1-Score,Accuracy,Balanced Accuracy,ROC-AUC
CGAN,Gradient Boosting,28,0.0,0.0,0.0,0.1316522504031667,0.08977929502917602,
CGAN,Gradient Boosting,29,0.0,0.0,0.0,0.1316522504031667,0.08977929502917602,
CGAN,SVM,0,0.4507501630789302,0.28791666666666665,0.3513857106534452,0.20070370913355812,0.13317510717578462,
CGAN,SVM,1,0.1875,0.12,0.14634146341463414,0.20070370913355812,0.13317510717578462,
CGAN,SVM,2,0.1299638989169675,0.1791044776119403,0.1506276150627615,0.20070370913355812,0.13317510717578462,
CGAN,SVM,3,0.13306451612903225,0.16417910447761194,0.14699331848552338,0.20070370913355812,0.13317510717578462,
CGAN,SVM,4,0.11877394636015326,0.15422885572139303,0.1341991341991342,0.20070370913355812,0.13317510717578462,
CGAN,SVM,5,0.16243654822335024,0.15920398009950248,0.16080402010050251,0.20070370913355812,0.13317510717578462,
CGAN,SVM,6,0.07692307692307693,0.11940298507462686,0.0935672514619883,0.20070370913355812,0.13317510717578462,
CGAN,SVM,7,0.1477832512315271,0.14925373134328357,0.1485148514851485,0.20070370913355812,0.13317510717578462,
CGAN,SVM,8,0.10778443113772455,0.26932668329177056,0.15395580898075553,0.20070370913355812,0.13317510717578462,
CGAN,SVM,9,0.085,0.0845771144278607,0.08478802992518704,0.20070370913355812,0.13317510717578462,
CGAN,SVM,10,0.12105263157894737,0.11442786069651742,0.11764705882352941,0.20070370913355812,0.13317510717578462,
CGAN,SVM,11,0.17142857142857143,0.208955223880597,0.18834080717488788,0.20070370913355812,0.13317510717578462,
CGAN,SVM,12,0.1836734693877551,0.04477611940298507,0.072,0.20070370913355812,0.13317510717578462,
CGAN,SVM,13,0.13414634146341464,0.11578947368421053,0.12429378531073447,0.20070370913355812,0.13317510717578462,
CGAN,SVM,14,0.10943396226415095,0.14427860696517414,0.12446351931330472,0.20070370913355812,0.13317510717578462,
CGAN,SVM,15,0.17,0.1691542288557214,0.16957605985037408,0.20070370913355812,0.13317510717578462,
CGAN,SVM,16,0.155,0.15422885572139303,0.1546134663341646,0.20070370913355812,0.13317510717578462,
CGAN,SVM,17,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.20070370913355812,0.13317510717578462,
CGAN,SVM,18,0.16417910447761194,0.16417910447761194,0.16417910447761194,0.20070370913355812,0.13317510717578462,
CGAN,SVM,19,0.17412935323383086,0.17412935323383086,0.17412935323383086,0.20070370913355812,0.13317510717578462,
CGAN,SVM,20,0.1951219512195122,0.19900497512437812,0.19704433497536947,0.20070370913355812,0.13317510717578462,
CGAN,SVM,21,0.16243654822335024,0.15920398009950248,0.16080402010050251,0.20070370913355812,0.13317510717578462,
CGAN,SVM,22,0.03875968992248062,0.13157894736842105,0.059880239520958084,0.20070370913355812,0.13317510717578462,
CGAN,SVM,23,0.05263157894736842,0.021739130434782608,0.03076923076923077,0.20070370913355812,0.13317510717578462,
CGAN,SVM,24,0.0,0.0,0.0,0.20070370913355812,0.13317510717578462,
CGAN,SVM,25,0.0,0.0,0.0,0.20070370913355812,0.13317510717578462,
CGAN,SVM,26,0.15384615384615385,0.07407407407407407,0.1,0.20070370913355812,0.13317510717578462,
CGAN,SVM,27,0.05263157894736842,0.25,0.08695652173913043,0.20070370913355812,0.13317510717578462,
CGAN,SVM,28,0.0,0.0,0.0,0.20070370913355812,0.13317510717578462,
